Recorder,Date,Site,Host,Replicate,Host_spp,Host_size,Diatom_genus,Density 
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM1,Ecklonia maxima,Adult,NA,NA
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM2,Ecklonia maxima,Adult,Amphora1,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM2,Ecklonia maxima,Adult,Cocconeis1,5
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM2,Ecklonia maxima,Adult,Gomphonema1,7
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM2,Ecklonia maxima,Adult,Gomphonema2,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM2,Ecklonia maxima,Adult,Haslea,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM2,Ecklonia maxima,Adult,Licmophora,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM2,Ecklonia maxima,Adult,Nagumoea,4
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM2,Ecklonia maxima,Adult,Navicula,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM2,Ecklonia maxima,Adult,Tabularia,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM3,Ecklonia maxima,Adult,Cocconeis1,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM3,Ecklonia maxima,Adult,Cocconeis2,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM3,Ecklonia maxima,Adult,Gomphonema1,8
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM3,Ecklonia maxima,Adult,Gomphonema2,7
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM3,Ecklonia maxima,Adult,Licmophora,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM3,Ecklonia maxima,Adult,Nitzschia1,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB1EM3,Ecklonia maxima,Adult,Tabularia,8
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM1,Ecklonia maxima,Adult,Cocconeis1,6
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM1,Ecklonia maxima,Adult,Gomphonema1,4
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM1,Ecklonia maxima,Adult,Gomphonema2,7
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM1,Ecklonia maxima,Adult,Grammatophora,10
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM1,Ecklonia maxima,Adult,Haslea,3
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM1,Ecklonia maxima,Adult,Tabularia,4
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM2,Ecklonia maxima,Adult,Cyclotella,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM2,Ecklonia maxima,Adult,Gomphonema1,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM2,Ecklonia maxima,Adult,Gomphonema2,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM2,Ecklonia maxima,Adult,Nagumoea,3
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM2,Ecklonia maxima,Adult,Rhoicosphenia,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM2,Ecklonia maxima,Adult,Tabularia,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM3,Ecklonia maxima,Adult,Amphora1,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM3,Ecklonia maxima,Adult,Cocconeis1,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM3,Ecklonia maxima,Adult,Gomphonema1,5
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM3,Ecklonia maxima,Adult,Gomphonema2,9
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM3,Ecklonia maxima,Adult,Licmophora,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM3,Ecklonia maxima,Adult,Nagumoea,3
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM3,Ecklonia maxima,Adult,Navicula,6
Mayombo,24-Jul-17,False Bay,E_max_A,APB2EM3,Ecklonia maxima,Adult,Tabularia,3
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM1,Ecklonia maxima,Adult,Licmophora,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM1,Ecklonia maxima,Adult,Navicula,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM1,Ecklonia maxima,Adult,Rhoicosphenia,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM1,Ecklonia maxima,Adult,Tabularia,3
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM2,Ecklonia maxima,Adult,Cocconeis1,13
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM2,Ecklonia maxima,Adult,Cocconeis2,7
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM2,Ecklonia maxima,Adult,Gomphonema1,11
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM2,Ecklonia maxima,Adult,Gomphonema2,10
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM2,Ecklonia maxima,Adult,Nagumoea,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM2,Ecklonia maxima,Adult,Navicula,4
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM2,Ecklonia maxima,Adult,Tabularia,3
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM3,Ecklonia maxima,Adult,Amphora1,4
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM3,Ecklonia maxima,Adult,Cocconeis1,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM3,Ecklonia maxima,Adult,Craspedostauros,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM3,Ecklonia maxima,Adult,Gomphonema1,12
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM3,Ecklonia maxima,Adult,Gomphonema2,10
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM3,Ecklonia maxima,Adult,Nagumoea,6
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM3,Ecklonia maxima,Adult,Navicula,4
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM3,Ecklonia maxima,Adult,Nitzschia1,3
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM3,Ecklonia maxima,Adult,Nitzschia2,3
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM3,Ecklonia maxima,Adult,Rhoicosphenia,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB3EM3,Ecklonia maxima,Adult,Tabularia,16
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM1,Ecklonia maxima,Adult,Cocconeis1,4
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM1,Ecklonia maxima,Adult,Gomphonema1,4
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM1,Ecklonia maxima,Adult,Nagumoea,5
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM2,Ecklonia maxima,Adult,Diploneis,1
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM2,Ecklonia maxima,Adult,Gomphonema1,6
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM2,Ecklonia maxima,Adult,Gomphonema2,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM2,Ecklonia maxima,Adult,Nagumoea,3
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM2,Ecklonia maxima,Adult,Navicula,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM3,Ecklonia maxima,Adult,Cocconeis1,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM3,Ecklonia maxima,Adult,Gomphonema1,4
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM3,Ecklonia maxima,Adult,Gomphonema2,2
Mayombo,24-Jul-17,False Bay,E_max_A,APB4EM3,Ecklonia maxima,Adult,Nagumoea,8
Mayombo,24-Jul-17,False Bay,L_pal_A,APB1LP1,Laminaria pallida,Adult,Gomphonema1,6
Mayombo,24-Jul-17,False Bay,L_pal_A,APB1LP1,Laminaria pallida,Adult,Gomphonema2,6
Mayombo,24-Jul-17,False Bay,L_pal_A,APB1LP2,Laminaria pallida,Adult,Gomphonema1,1
Mayombo,24-Jul-17,False Bay,L_pal_A,APB1LP3,Laminaria pallida,Adult,Gomphonema1,4
Mayombo,24-Jul-17,False Bay,L_pal_A,APB1LP3,Laminaria pallida,Adult,Gomphonema2,3
Mayombo,24-Jul-17,False Bay,L_pal_A,APB1LP3,Laminaria pallida,Adult,Navicula,2
Mayombo,24-Jul-17,False Bay,L_pal_A,APB2LP1,Laminaria pallida,Adult,Gomphonema2,15
Mayombo,24-Jul-17,False Bay,L_pal_A,APB2LP1,Laminaria pallida,Adult,Nagumoea,2
Mayombo,24-Jul-17,False Bay,L_pal_A,APB2LP2,Laminaria pallida,Adult,Nagumoea,2
Mayombo,24-Jul-17,False Bay,L_pal_A,APB2LP3,Laminaria pallida,Adult,Licmophora,1
Mayombo,24-Jul-17,False Bay,L_pal_A,APB3LP1,Laminaria pallida,Adult,Gomphonema2,11
Mayombo,24-Jul-17,False Bay,L_pal_A,APB3LP1,Laminaria pallida,Adult,Nagumoea,1
Mayombo,24-Jul-17,False Bay,L_pal_A,APB3LP1,Laminaria pallida,Adult,Navicula,1
Mayombo,24-Jul-17,False Bay,L_pal_A,APB3LP2,Laminaria pallida,Adult,Gomphonema2,2
Mayombo,24-Jul-17,False Bay,L_pal_A,APB3LP2,Laminaria pallida,Adult,Nagumoea,3
Mayombo,24-Jul-17,False Bay,L_pal_A,APB3LP2,Laminaria pallida,Adult,Navicula,2
Mayombo,24-Jul-17,False Bay,L_pal_A,APB3LP3,Laminaria pallida,Adult,Gomphonema1,1
Mayombo,24-Jul-17,False Bay,L_pal_A,APB3LP3,Laminaria pallida,Adult,Nagumoea,1
Mayombo,24-Jul-17,False Bay,L_pal_A,APB3LP3,Laminaria pallida,Adult,Rhoicosphenia,1
Mayombo,24-Jul-17,False Bay,L_pal_A,APB4LP1,Laminaria pallida,Adult,Gomphonema1,1
Mayombo,24-Jul-17,False Bay,L_pal_A,APB4LP2,Laminaria pallida,Adult,NA,NA
Mayombo,24-Jul-17,False Bay,L_pal_A,APB4LP3,Laminaria pallida,Adult,Cocconeis1,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM1,Ecklonia maxima,Juvenile,Cocconeis1,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM1,Ecklonia maxima,Juvenile,Cocconeis4,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM1,Ecklonia maxima,Juvenile,Gomphonema2,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM1,Ecklonia maxima,Juvenile,Nagumoea,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM2,Ecklonia maxima,Juvenile,Cocconeis1,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM2,Ecklonia maxima,Juvenile,Gomphonema1,3
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM2,Ecklonia maxima,Juvenile,Gomphonema2,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM2,Ecklonia maxima,Juvenile,Nagumoea,5
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM3,Ecklonia maxima,Juvenile,Amphora1,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM3,Ecklonia maxima,Juvenile,Cocconeis1,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM3,Ecklonia maxima,Juvenile,Cocconeis5,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM3,Ecklonia maxima,Juvenile,Gomphonema1,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM3,Ecklonia maxima,Juvenile,Gomphonema2,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB1EM3,Ecklonia maxima,Juvenile,Nagumoea,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM1,Ecklonia maxima,Juvenile,Cocconeis1,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM1,Ecklonia maxima,Juvenile,Cocconeis4,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM1,Ecklonia maxima,Juvenile,Gomphonema1,8
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM1,Ecklonia maxima,Juvenile,Gomphonema2,9
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM1,Ecklonia maxima,Juvenile,Nagumoea,4
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM1,Ecklonia maxima,Juvenile,Navicula,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Cocconeis1,4
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Cocconeis2,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Gomphonema1,6
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Gomphonema2,10
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Grammatophora,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Licmophora,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Nagumoea,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Navicula,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Nitzschia1,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Rhoicosphenia,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Tabularia,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM2,Ecklonia maxima,Juvenile,Thalassionema,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM3,Ecklonia maxima,Juvenile,Cocconeis1,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM3,Ecklonia maxima,Juvenile,Gomphonema1,6
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM3,Ecklonia maxima,Juvenile,Gomphonema2,5
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM3,Ecklonia maxima,Juvenile,Nagumoea,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM3,Ecklonia maxima,Juvenile,Navicula,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB2EM3,Ecklonia maxima,Juvenile,Tabularia,3
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM1,Ecklonia maxima,Juvenile,Amphora1,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM1,Ecklonia maxima,Juvenile,Gomphonema1,7
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM1,Ecklonia maxima,Juvenile,Grammatophora,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM1,Ecklonia maxima,Juvenile,Navicula,36
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM1,Ecklonia maxima,Juvenile,Rhoicosphenia,47
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM2,Ecklonia maxima,Juvenile,Gomphonema1,4
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM2,Ecklonia maxima,Juvenile,Nagumoea,4
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM2,Ecklonia maxima,Juvenile,Navicula,8
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM2,Ecklonia maxima,Juvenile,Rhoicosphenia,9
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM3,Ecklonia maxima,Juvenile,Cocconeis1,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM3,Ecklonia maxima,Juvenile,Cocconeis2,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM3,Ecklonia maxima,Juvenile,Gomphonema1,1
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM3,Ecklonia maxima,Juvenile,Nagumoea,3
Mayombo,24-Jul-17,False Bay,E_max_J,JPB3EM3,Ecklonia maxima,Juvenile,Navicula,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM1,Ecklonia maxima,Juvenile,Cocconeis1,2
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM1,Ecklonia maxima,Juvenile,Rhoicosphenia,3
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM2,Ecklonia maxima,Juvenile,Amphora1,42
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM2,Ecklonia maxima,Juvenile,Amphora2,19
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM2,Ecklonia maxima,Juvenile,Cocconeis6,22
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM2,Ecklonia maxima,Juvenile,Gomphonema1,9
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM2,Ecklonia maxima,Juvenile,Grammatophora,27
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM2,Ecklonia maxima,Juvenile,Navicula,13
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM2,Ecklonia maxima,Juvenile,Nitzschia2,13
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM2,Ecklonia maxima,Juvenile,Nitzschia3,8
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM2,Ecklonia maxima,Juvenile,Rhoicosphenia,11
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM3,Ecklonia maxima,Juvenile,Amphora2,5
Mayombo,24-Jul-17,False Bay,E_max_J,JPB4EM3,Ecklonia maxima,Juvenile,Gomphonema1,6
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB1LP1,Laminaria pallida,Juvenile,Gomphonema2,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB1LP1,Laminaria pallida,Juvenile,Tabularia,2
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB1LP2,Laminaria pallida,Juvenile,NA,NA
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB1LP3,Laminaria pallida,Juvenile,NA,NA
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP1,Laminaria pallida,Juvenile,Cocconeis1,4
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP1,Laminaria pallida,Juvenile,Cocconeis2,1
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP1,Laminaria pallida,Juvenile,Cocconeis3,2
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP1,Laminaria pallida,Juvenile,Cocconeis4,2
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP1,Laminaria pallida,Juvenile,Gomphonema1,6
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP1,Laminaria pallida,Juvenile,Gomphonema2,6
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP1,Laminaria pallida,Juvenile,Licmophora,1
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP1,Laminaria pallida,Juvenile,Nagumoea,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP1,Laminaria pallida,Juvenile,Navicula,5
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP1,Laminaria pallida,Juvenile,Nitzschia2,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP2,Laminaria pallida,Juvenile,Cocconeis1,5
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP2,Laminaria pallida,Juvenile,Cocconeis5,1
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP2,Laminaria pallida,Juvenile,Gomphonema1,7
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP2,Laminaria pallida,Juvenile,Gomphonema2,4
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP2,Laminaria pallida,Juvenile,Nagumoea,4
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP2,Laminaria pallida,Juvenile,Navicula,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP2,Laminaria pallida,Juvenile,Nitzschia1,2
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP2,Laminaria pallida,Juvenile,Rhoicosphenia,2
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP2,Laminaria pallida,Juvenile,Tabularia,4
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP3,Laminaria pallida,Juvenile,Amphora1,2
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP3,Laminaria pallida,Juvenile,Cocconeis1,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP3,Laminaria pallida,Juvenile,Gomphonema1,8
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP3,Laminaria pallida,Juvenile,Licmophora,1
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP3,Laminaria pallida,Juvenile,Nagumoea,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB2LP3,Laminaria pallida,Juvenile,Rhoicosphenia,5
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB3LP1,Laminaria pallida,Juvenile,NA,NA
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB3LP2,Laminaria pallida,Juvenile,NA,NA
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB3LP3,Laminaria pallida,Juvenile,Gomphonema1,5
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB3LP3,Laminaria pallida,Juvenile,Gomphonema2,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB3LP3,Laminaria pallida,Juvenile,Licmophora,2
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB3LP3,Laminaria pallida,Juvenile,Nagumoea,2
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB3LP3,Laminaria pallida,Juvenile,Navicula,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB3LP3,Laminaria pallida,Juvenile,Tabularia,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP1,Laminaria pallida,Juvenile,Cocconeis1,8
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP1,Laminaria pallida,Juvenile,Gomphonema1,84
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP1,Laminaria pallida,Juvenile,Nagumoea,27
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP1,Laminaria pallida,Juvenile,Navicula,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP1,Laminaria pallida,Juvenile,Nitzschia2,12
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP1,Laminaria pallida,Juvenile,Rhoicosphenia,6
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP1,Laminaria pallida,Juvenile,Tabularia,7
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP2,Laminaria pallida,Juvenile,Navicula,1
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP3,Laminaria pallida,Juvenile,Cocconeis2,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP3,Laminaria pallida,Juvenile,Craspedostauros,3
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP3,Laminaria pallida,Juvenile,Gomphonema1,15
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP3,Laminaria pallida,Juvenile,Gomphonema2,12
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP3,Laminaria pallida,Juvenile,Licmophora,2
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP3,Laminaria pallida,Juvenile,Nagumoea,4
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP3,Laminaria pallida,Juvenile,Rhoicosphenia,4
Mayombo,24-Jul-17,False Bay,L_pal_A,JPB4LP3,Laminaria pallida,Juvenile,Tabularia,12
